sample,RaymondF_2016.metaphlan_bugs_list.stool:P10E0,RaymondF_2016.metaphlan_bugs_list.stool:P11E0,RaymondF_2016.metaphlan_bugs_list.stool:P12E0,RaymondF_2016.metaphlan_bugs_list.stool:P13E0,RaymondF_2016.metaphlan_bugs_list.stool:P14E0,RaymondF_2016.metaphlan_bugs_list.stool:P15E0,RaymondF_2016.metaphlan_bugs_list.stool:P17E0,RaymondF_2016.metaphlan_bugs_list.stool:P18E0,RaymondF_2016.metaphlan_bugs_list.stool:P19E0,RaymondF_2016.metaphlan_bugs_list.stool:P1E0,RaymondF_2016.metaphlan_bugs_list.stool:P20E0,RaymondF_2016.metaphlan_bugs_list.stool:P21E0,RaymondF_2016.metaphlan_bugs_list.stool:P22E0,RaymondF_2016.metaphlan_bugs_list.stool:P23C0,RaymondF_2016.metaphlan_bugs_list.stool:P23C7,RaymondF_2016.metaphlan_bugs_list.stool:P23C90,RaymondF_2016.metaphlan_bugs_list.stool:P25C0,RaymondF_2016.metaphlan_bugs_list.stool:P25C7,RaymondF_2016.metaphlan_bugs_list.stool:P25C90,RaymondF_2016.metaphlan_bugs_list.stool:P2E0,RaymondF_2016.metaphlan_bugs_list.stool:P38C0,RaymondF_2016.metaphlan_bugs_list.stool:P38C7,RaymondF_2016.metaphlan_bugs_list.stool:P38C90,RaymondF_2016.metaphlan_bugs_list.stool:P3E0,RaymondF_2016.metaphlan_bugs_list.stool:P4E0,RaymondF_2016.metaphlan_bugs_list.stool:P5E0,RaymondF_2016.metaphlan_bugs_list.stool:P6C0,RaymondF_2016.metaphlan_bugs_list.stool:P6C7,RaymondF_2016.metaphlan_bugs_list.stool:P6C90,RaymondF_2016.metaphlan_bugs_list.stool:P7C0,RaymondF_2016.metaphlan_bugs_list.stool:P7C7,RaymondF_2016.metaphlan_bugs_list.stool:P7C90,RaymondF_2016.metaphlan_bugs_list.stool:P8C0,RaymondF_2016.metaphlan_bugs_list.stool:P8C7,RaymondF_2016.metaphlan_bugs_list.stool:P8C90,RaymondF_2016.metaphlan_bugs_list.stool:P9E0
k__Eukaryota|p__Eukaryota_noname|c__Eukaryota_noname|o__Kinetoplastida|f__Trypanosomatidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter,0,0,0,0,0,0,0.08006,0,0.00514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Eukaryota|p__Eukaryota_noname|c__Eukaryota_noname|o__Kinetoplastida|f__Trypanosomatidae|g__Leishmania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae,0,0,0,0,0,0,0.08006,0,0.00514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Eukaryota|p__Eukaryota_noname|c__Eukaryota_noname|o__Kinetoplastida|f__Trypanosomatidae|g__Leishmania|s__Leishmania_braziliensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum,0,0,0,0,0,0,0,0,0,0.21474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-04,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_unclassified,0,0,0,0,0,0,0.03695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04792,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00075,0.00635,0.00158,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_innocuum,0,0,0,0,6.00E-04,0,0,6.00E-05,0.00134,0,0.00422,0,0,0,0.00486,0,0,0,0,0,0,0,0,0,6.00E-05,0,0,0,0.00066,0,0,0,0.00013,0.00145,0.00053,0
k__Eukaryota|p__Eukaryota_noname|c__Eukaryota_noname|o__Kinetoplastida|f__Trypanosomatidae|g__Leishmania|s__Leishmania_infantum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_2_2_44A,0,0,0,0,0,0,0,0.00151,0.00245,0,0.00625,0,0,0.02325,0.00811,0.01009,0,0,0,0.00342,0,0,0,0,0,0,0.00226,0.00672,0.00144,0,0,0,0.00337,0.00773,0.00127,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae|t__Enterobacter_cloacae_unclassified,0,0,0,0,0,0,0.08006,0,0.00514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Eukaryota|p__Eukaryota_noname|c__Eukaryota_noname|o__Kinetoplastida|f__Trypanosomatidae|g__Leishmania|s__Leishmania_braziliensis|t__GCA_000002845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum|t__GCF_000152245,0,0,0,0,0,0,0,0,0,0.21474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-04,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta|t__GCF_000373885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00075,0.00635,0.00158,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_innocuum|t__GCF_000371425,0,0,0,0,6.00E-04,0,0,6.00E-05,0.00134,0,0.00422,0,0,0,0.00486,0,0,0,0,0,0,0,0,0,6.00E-05,0,0,0,0.00066,0,0,0,0.00013,0.00145,0.00053,0
k__Eukaryota|p__Eukaryota_noname|c__Eukaryota_noname|o__Kinetoplastida|f__Trypanosomatidae|g__Leishmania|s__Leishmania_infantum|t__GCA_000002875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_2_2_44A|t__GCF_000225685,0,0,0,0,0,0,0,0.00151,0.00245,0,0.00625,0,0,0.02325,0.00811,0.01009,0,0,0,0.00342,0,0,0,0,0,0,0.00226,0.00672,0.00144,0,0,0,0.00337,0.00773,0.00127,0
k__Bacteria|p__Candidatus_Saccharibacteria,0,0,0,0,0,0,0.00087,0,0.00228,0,0,0,0,6.00E-05,0.00266,4.00E-04,0.00237,0,0,0,0,0,0,0,0.01192,0,0,0,0,0,0,0,0.00048,0.0035,0.00149,0.00046
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname,0,0,0,0,0,0,0.00087,0,0.00228,0,0,0,0,6.00E-05,0.00266,4.00E-04,0.00237,0,0,0,0,0,0,0,0.01192,0,0,0,0,0,0,0,0.00048,0.0035,0.00149,0.00046
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname,0,0,0,0,0,0,0.00087,0,0.00228,0,0,0,0,6.00E-05,0.00266,4.00E-04,0.00237,0,0,0,0,0,0,0,0.01192,0,0,0,0,0,0,0,0.00048,0.0035,0.00149,0.00046
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae,0,0,0,0.00045,0,0,0,0.00161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01216,0,0.00362,0,0,0,0,0,0,0,0,0.00235,0.00132,0.01586
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermatophilaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00668,0,0,0,0,0,0.00329,0,0,0,0,0,0,0,0.00805
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis,0,0,0,0,0,0,0,0,0.00064,0,0,0,0,0.00035,0,0,0,0,0,0,0,0,0,0,0,0,0.00074,0,8.00E-04,0,0,0,0,0,0,0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname,0,0,0,0,0,0,0.00087,0,0.00228,0,0,0,0,6.00E-05,0.00266,4.00E-04,0.00237,0,0,0,0,0,0,0,0.01192,0,0,0,0,0,0,0,0.00048,0.0035,0.00149,0.00046
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium,0,0,0,0.00045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01204,0,0,0,0,0,0,0,0,0,0,0.00235,0,0.01586
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermatophilaceae|g__Dermatophilaceae_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00668,0,0,0,0,0,0.00329,0,0,0,0,0,0,0,0.00805
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified,0,0,0,0,0,0,0,0,0.00064,0,0,0,0,0.00035,0,0,0,0,0,0,0,0,0,0,0,0,0.00074,0,8.00E-04,0,0,0,0,0,0,0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname|g__Candidatus_Saccharibacteria_noname_unclassified,0,0,0,0,0,0,0.00087,0,0,0,0,0,0,0,0,4.00E-04,0.00237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048,0.00096,0.00149,0.00046
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname|g__Candidatus_Saccharibacteria_noname,0,0,0,0,0,0,0,0,0.00228,0,0,0,0,6.00E-05,0.00266,0,0,0,0,0,0,0,0,0,0.01192,0,0,0,0,0,0,0,0,0.00254,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium,0,0,0,0,0,0,1.00E-04,0,0.00039,0,0,0,0,0,0.00021,0,0,0,0,0,0,0,0,0,0.00042,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_noname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_funiformis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_freudenreichii,0,0,0,0.00045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235,0,0.01586
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Peptostreptococcaceae_noname_unclassified,0,0,0,0,0.00757,0.10588,0.00507,0,0,0,0,0,0.00486,0.00536,0.00681,0.01171,0.01085,0,0,0.00234,0,0,0,0,0,0,0.00492,0,0,0,0,0.00362,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034,0,0,0,0,0,0,0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname|g__Candidatus_Saccharibacteria_noname|s__candidate_division_TM7_single_cell_isolate_TM7c,0,0,0,0,0,0,0,0,0.00228,0,0,0,0,6.00E-05,0.00266,0,0,0,0,0,0,0,0,0,0.00854,0,0,0,0,0,0,0,0,0.0018,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_moorei,0,0,0,0,0,0,1.00E-04,0,0.00039,0,0,0,0,0,0.00021,0,0,0,0,0,0,0,0,0,0.00042,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_rupellensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_sanguinis,0,0,0,0,0,0,0,0.00043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_noname|s__Eubacterium_infirmum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sanguinis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_funiformis|t__GCF_000245775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_freudenreichii|t__GCF_000091725,0,0,0,0.00045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235,0,0.01586
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis|t__Streptococcus_vestibularis_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034,0,0,0,0,0,0,0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname|g__Candidatus_Saccharibacteria_noname|s__candidate_division_TM7_single_cell_isolate_TM7c|t__GCF_000170675,0,0,0,0,0,0,0,0,0.00228,0,0,0,0,6.00E-05,0.00266,0,0,0,0,0,0,0,0,0,0.00854,0,0,0,0,0,0,0,0,0.0018,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_moorei|t__GCF_000186945,0,0,0,0,0,0,1.00E-04,0,0.00039,0,0,0,0,0,0.00021,0,0,0,0,0,0,0,0,0,0.00042,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_rupellensis|t__GCF_000378365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_sanguinis|t__GCF_000204335,0,0,0,0,0,0,0,0.00043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_noname|s__Eubacterium_infirmum|t__GCF_000242675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sanguinis|t__GCF_000178255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified,0,0,0.01034,0,0,0,0.03202,0.00617,0.06352,0,0,0,0,0,0.02057,0,0,0,0,0.0639,0,0,0,0,0,0,0,0,0,0.96917,0.71784,0.61039,0,0,0,0.52071
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_unclassified,0,0,0.47636,0,0,0,0,1.56065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45184,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_KLE_1755,0,0,0.43065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_sp_AP2,0,0,0.29871,0,0,0,0,0,0.05608,0,0,0,0,0,0,0,0,0,0,0,0.11182,0.12686,0.09168,0,0,0.05546,0,0,0,0,0,0,0,0.03756,0.06728,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_unclassified,0,0,0.06583,0,0,0,0,0,0,0.01505,0,0.06015,0,0,0,0,0,0,0,0,0.35213,0.07916,0.11249,0,0,0,0,0,0,0,0,0,0,0,0.01137,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae|t__GCF_000154365,0,0,0.69741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_KLE_1755|t__GCF_000466465,0,0,0.43065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_sp_AP2|t__GCF_000327285,0,0,0.29871,0,0,0,0,0,0.05608,0,0,0,0,0,0,0,0,0,0,0,0.11182,0.12686,0.09168,0,0,0.05546,0,0,0,0,0,0,0,0.03756,0.06728,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus,0,0,0,0,0,0,0,0,0,0,0.00082,0.00481,0,0,0,0,0,0.01258,0,0.00042,0,0,0,0,0,0,0,0,0,0,0,0,0.02722,0.0593,0.01596,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_unclassified,0,0,0,0,0,0,0,0,0,0,0.00082,0.00481,0,0,0,0,0,0.01258,0,0.00042,0,0,0,0,0,0,0,0,0,0,0,0,0.02722,0.0593,0.01596,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_ramosum,0,0,0,0,0,0,0,0,0,0,0,0.00227,0,0,0,0,0,0.00059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00894,0.01553,0.00478,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hathewayi|t__GCF_000371445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum|t__GCF_000189595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hathewayi|t__GCF_000235505,0,0,0,0,0,0,0,0,0.0615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_ramosum|t__GCF_000154485,0,0,0,0,0,0,0,0,0,0,0,0.00227,0,0,0,0,0,0.00059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00894,0.01553,0.00478,0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia,0,0,0,0,0,0,0,0,0,0,0.00175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00643,0,0.00223,0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales,0,0,0,0,0,0,0,0,0,0,0.00175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00643,0,0.00223,0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae,0,0,0,0,0,0,0,0,0,0,0.00175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00643,0,0.00223,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Butyricicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Cellulophaga,0,0,0,0,0,0,0,0,0,0,0.00175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00643,0,0.00223,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Butyricicoccus|s__Butyricicoccus_pullicaecorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Cellulophaga|s__Cellulophaga_unclassified,0,0,0,0,0,0,0,0,0,0,0.00175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00643,0,0.00223,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Butyricicoccus|s__Butyricicoccus_pullicaecorum|t__GCF_000398925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Verrucomicrobia,0,0,0,0.6692,0,0,0,7.41627,23.55093,13.17749,0,7.40814,0.01838,0.12814,0.34354,0.01487,0.7931,0.03601,5.97896,0.64919,0,0,0,0,0.00038,0,0,0,0.59301,5.59215,9.46957,8.97734,0.00013,0,0,0
k__Bacteria|p__Acidobacteria,0,0,0,0.00221,0,0,0.00177,0,0,0,0,0,0,0,0,0.00082,0,0,0,0,0,0,0,0,0,0,0,0,0.00194,0,0,0,0,0,0,0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae,0,0,0,0.6692,0,0,0,7.41627,23.55093,13.17749,0,7.40814,0.01838,0.12814,0.34354,0.01487,0.7931,0.03601,5.97896,0.64919,0,0,0,0,0.00038,0,0,0,0.59301,5.59215,9.46957,8.97734,0.00013,0,0,0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia,0,0,0,0.00221,0,0,0.00177,0,0,0,0,0,0,0,0,0.00082,0,0,0,0,0,0,0,0,0,0,0,0,0.00194,0,0,0,0,0,0,0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales,0,0,0,0.6692,0,0,0,7.41627,23.55093,13.17749,0,7.40814,0.01838,0.12814,0.34354,0.01487,0.7931,0.03601,5.97896,0.64919,0,0,0,0,0.00038,0,0,0,0.59301,5.59215,9.46957,8.97734,0.00013,0,0,0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales,0,0,0,0.00221,0,0,0.00177,0,0,0,0,0,0,0,0,0.00082,0,0,0,0,0,0,0,0,0,0,0,0,0.00194,0,0,0,0,0,0,0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae,0,0,0,0.6692,0,0,0,7.41627,23.55093,13.17749,0,7.40814,0.01838,0.12814,0.34354,0.01487,0.7931,0.03601,5.97896,0.64919,0,0,0,0,0.00038,0,0,0,0.59301,5.59215,9.46957,8.97734,0.00013,0,0,0
