sample,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-48,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-47,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-10,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-9,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-8,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-1,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-14,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-13,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-12,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-11,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-15,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-17,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-16,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-19,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-18,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-2,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-21,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-20,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-23,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-22,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-24,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-29,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-25,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-26,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-27,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-28,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-3,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-36,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-35,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-39,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-30,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-31,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-32,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-33,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-34,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-38,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-37,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-42,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-41,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-40,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-44,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-43,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-4,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-45,YeZ_2018.metaphlan_bugs_list.stool:YEZ_N-46
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus,0,0,0,0,0,0,2.74452,0,0,0,0,0,0.01292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01278,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_noname,0,0,0,0,0,0,1.68293,0,0.00157,0,0,0,0,0,0,0,0,0,0,0,0.12944,0.00025,0,0,0,0,0,0,0,0.03275,0,0,0.00044,0.02142,0,0,0,0,0,0,0,0.0052,0,0.10859,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcaceae_unclassified,0,0,0,0,0,0,0.30265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus,0,0,0,0,0,0,0.20997,0,0,0,0,0,0,0,0,0,0.00881,0,0.01884,0.07351,0.00607,0.03935,0,0,0,0,0,0.00988,0,0.03343,0,0,0.01377,0.09097,0,0.00697,0,0,0,0,0,0,0,0.01336,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_noname,0,0,0,0,0,0,0.01324,0,0,0,0,0,0,0,0,0,0,0,0,0.00427,0,0,0,0,0,0,0,0,0,0,0,0,0.04032,0,0,0,0,0,0,0,0,0,0,0.01137,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas,0,0,0,0,0,0,0.01117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01146,0,0,0,0.01851,0,0.01436,0,0.00754,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Adlercreutzia,0,0,0,0,0,0,0.00171,0.01744,0,0,0.00145,0,0,0,0.00145,0,0,0.03229,0,0,0,0,0,0.00067,0,0,0,0.00126,0,0,0,0,0.00695,0,0,0.00385,0,0,0,0.06635,0.10988,0,0,0,0.00228
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_unclassified,0,0,0,0,0,0,2.74452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_noname|s__Ruminococcaceae_bacterium_D16,0,0,0,0,0,0,1.68293,0,0.00157,0,0,0,0,0,0,0,0,0,0,0,0.12944,0.00025,0,0,0,0,0,0,0,0.03275,0,0,0.00044,0.02142,0,0,0,0,0,0,0,0.0052,0,0.10859,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_ATCC_BAA_442,0,0,0,0,0,0,0.60304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_ART55_1,0,0,0,0,0,0,0.57961,1.04824,0,0,0,0.95387,0,0,0,0,0,0,0,0,0,0,0,0.17676,0.78423,0,0,0,0,0,0,0,0,0,0,1.71673,0,0,0,0.53636,2.54158,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis,0,0,0,0,0,0,0.10916,0,0,0,0,0,0,0,0,0,0.00881,0,0.01884,0.07351,0.00607,0.03935,0,0,0,0,0,0.00446,0,0.02798,0,0,0.01377,0.02305,0,0.00097,0,0,0,0,0,0,0,0.01336,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_unclassified,0,0,0,0,0,0,0.10081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00542,0,0.00545,0,0,0,0.06792,0,0.00601,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum,0,0,0,0,0,0,0.05116,0,0,0,0,0,0,0,0,0.01636,0,0,0,0.02229,0.00423,0.19514,0,0,0,0,0,0.0065,0,0,0,0,0.00522,0,0.0087,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis,0,0,0,0,0,0,0.01641,0,0,0,0,0,0,0,0.01863,0.00199,0,0,0,0.00548,0,0,0,0.00196,0,0,0,0,0,0.00267,0,0,0,0,0,0.00374,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis,0,0,0,0,0,0,0.01641,0,0.0168,0,0.02041,0,0,0,0,0,0,0.00817,0.01744,0.00567,0,0.07675,0,0.00169,0.00505,0,0,0,0,0,0,0,0,0,0,0.00026,0,0,0.02752,0,0,0,0,0.00593,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_noname|s__Clostridiaceae_bacterium_JC118,0,0,0,0,0,0,0.01324,0,0,0,0,0,0,0,0,0,0,0,0,0.00427,0,0,0,0,0,0,0,0,0,0,0,0,0.04032,0,0,0,0,0,0,0,0,0,0,0.01137,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_asparagiforme,0,0,0,0,0,0,0.0108,0,0.11219,0,0.03866,0,0,0,0,0,0,0.02348,0.00378,0.03668,0.00036,0.11935,0,0,0,0,0,0,0,0,0,0,0.02763,0.03771,0,0.00136,0,0,0,0,0,0,0,0.031,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_maltophilia,0,0,0,0,0,0,0.01042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00155,0,0,0,0.01851,0,0.00803,0,0.00598,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis,0,0,0,0,0,0,0.0064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus,0,0,0,0,0,0,0.00469,0,0,0,0,0,0,0,0,0,0.01566,0,0,0,0,0,0,0,0,1.97616,0,0,0,0,0.56946,0.01313,0,0,0,0.00618,1.10425,0.00181,2.93323,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis,0,0,0,0,0,0,0.00382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens,0,0,0,0,0,0,0.00171,0.01744,0,0,0.00145,0,0,0,0.00145,0,0,0.03229,0,0,0,0,0,0.00067,0,0,0,0.00126,0,0,0,0,0.00695,0,0,0.00385,0,0,0,0.06635,0.10988,0,0,0,0.00228
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_citroniae,0,0,0,0,0,0,0.0015,0,0.01562,0,0.0058,0,0.02733,0,0,0.02344,0.01514,0,0,0.00587,0.01542,0.01624,0,0.0078,0,0,0,0.00912,0,0,0,0,0.0022,0.00324,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_unclassified,0,0,0,0,0,0,0.00075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00992,0,0,0,0,0,0.00633,0,0.00156,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_noname|s__Ruminococcaceae_bacterium_D16|t__GCF_000177015,0,0,0,0,0,0,1.68293,0,0.00157,0,0,0,0,0,0,0,0,0,0,0,0.12944,0.00025,0,0,0,0,0,0,0,0.03275,0,0,0.00044,0.02142,0,0,0,0,0,0,0,0.0052,0,0.10859,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_ATCC_BAA_442|t__GCF_000466445,0,0,0,0,0,0,0.60304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_ART55_1|t__GCF_000210595,0,0,0,0,0,0,0.57961,1.04824,0,0,0,0.95387,0,0,0,0,0,0,0,0,0,0,0,0.17676,0.78423,0,0,0,0,0,0,0,0,0,0,1.71673,0,0,0,0.53636,2.54158,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis|t__GCF_000154565,0,0,0,0,0,0,0.10916,0,0,0,0,0,0,0,0,0,0.00881,0,0.01884,0.07351,0.00607,0.03935,0,0,0,0,0,0.00446,0,0.02798,0,0,0.01377,0.02305,0,0.00097,0,0,0,0,0,0,0,0.01336,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum|t__Clostridium_symbiosum_unclassified,0,0,0,0,0,0,0.05116,0,0,0,0,0,0,0,0,0.01636,0,0,0,0.02229,0.00423,0.19514,0,0,0,0,0,0.0065,0,0,0,0,0.00522,0,0.0087,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis|t__Streptococcus_australis_unclassified,0,0,0,0,0,0,0.01641,0,0,0,0,0,0,0,0.01863,0.00199,0,0,0,0.00548,0,0,0,0.00196,0,0,0,0,0,0.00267,0,0,0,0,0,0.00374,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__GCF_000157995,0,0,0,0,0,0,0.01641,0,0.0168,0,0.02041,0,0,0,0,0,0,0.00817,0.01744,0.00567,0,0.07675,0,0.00169,0.00505,0,0,0,0,0,0,0,0,0,0,0.00026,0,0,0.02752,0,0,0,0,0.00593,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_noname|s__Clostridiaceae_bacterium_JC118|t__GCF_000313565,0,0,0,0,0,0,0.01324,0,0,0,0,0,0,0,0,0,0,0,0,0.00427,0,0,0,0,0,0,0,0,0,0,0,0,0.04032,0,0,0,0,0,0,0,0,0,0,0.01137,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_asparagiforme|t__GCF_000158075,0,0,0,0,0,0,0.0108,0,0.11219,0,0.03866,0,0,0,0,0,0,0.02348,0.00378,0.03668,0.00036,0.11935,0,0,0,0,0,0,0,0,0,0,0.02763,0.03771,0,0.00136,0,0,0,0,0,0,0,0.031,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_maltophilia|t__Stenotrophomonas_maltophilia_unclassified,0,0,0,0,0,0,0.01042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00155,0,0,0,0.01851,0,0.00803,0,0.00598,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis|t__Streptococcus_infantis_unclassified,0,0,0,0,0,0,0.0064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus|t__GCF_000157915,0,0,0,0,0,0,0.00469,0,0,0,0,0,0,0,0,0,0.01566,0,0,0,0,0,0,0,0,1.97616,0,0,0,0,0.56946,0.01313,0,0,0,0.00618,1.10425,0.00181,2.93323,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis|t__Streptococcus_sanguinis_unclassified,0,0,0,0,0,0,0.00382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens|t__GCF_000478885,0,0,0,0,0,0,0.00171,0.01744,0,0,0.00145,0,0,0,0.00145,0,0,0.03229,0,0,0,0,0,0.00067,0,0,0,0.00126,0,0,0,0,0.00695,0,0,0.00385,0,0,0,0.06635,0.10988,0,0,0,0.00228
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_citroniae|t__GCF_000233455,0,0,0,0,0,0,0.0015,0,0.01562,0,0.0058,0,0.02733,0,0,0.02344,0.01514,0,0,0.00587,0.01542,0.01624,0,0.0078,0,0,0,0.00912,0,0,0,0,0.0022,0.00324,0,0,0,0,0,0,0,0,0,0,0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Circoviridae,0,0,0,0,0,0,0,0.13403,0,0,0,0,0,0,0.01926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Circoviridae|g__Gyrovirus,0,0,0,0,0,0,0,0.13403,0,0,0,0,0,0,0.01926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Circoviridae|g__Gyrovirus|s__Chicken_anemia_virus,0,0,0,0,0,0,0,0.13403,0,0,0,0,0,0,0.01926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Circoviridae|g__Gyrovirus|s__Chicken_anemia_virus|t__PRJNA15484,0,0,0,0,0,0,0,0.13403,0,0,0,0,0,0,0.01926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Verrucomicrobia,0,0,0,0,0,0,0,0,0.11614,0.05986,0,0,0,0.00112,0,0,0.06432,0.22301,0,0,0,0.0395,0,0,0.00152,0,0,0.12993,0.00254,0,0,6.28721,0,0.30241,0,0,0,0,0,0,0.25616,0.62757,0.17916,0.00863,0.00358
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae,0,0,0,0,0,0,0,0,0.11614,0.05986,0,0,0,0.00112,0,0,0.06432,0.22301,0,0,0,0.0395,0,0,0.00152,0,0,0.12993,0.00254,0,0,6.28721,0,0.30241,0,0,0,0,0,0,0.25616,0.62757,0.17916,0.00863,0.00358
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales,0,0,0,0,0,0,0,0,0.11614,0.05986,0,0,0,0.00112,0,0,0.06432,0.22301,0,0,0,0.0395,0,0,0.00152,0,0,0.12993,0.00254,0,0,6.28721,0,0.30241,0,0,0,0,0,0,0.25616,0.62757,0.17916,0.00863,0.00358
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae,0,0,0,0,0,0,0,0,0.11614,0.05986,0,0,0,0.00112,0,0,0.06432,0.22301,0,0,0,0.0395,0,0,0.00152,0,0,0.12993,0.00254,0,0,6.28721,0,0.30241,0,0,0,0,0,0,0.25616,0.62757,0.17916,0.00863,0.00358
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia,0,0,0,0,0,0,0,0,0.11614,0.05986,0,0,0,0.00112,0,0,0.06432,0.22301,0,0,0,0.0395,0,0,0.00152,0,0,0.12993,0.00254,0,0,6.28721,0,0.30241,0,0,0,0,0,0,0.25616,0.62757,0.17916,0.00863,0.00358
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter,0,0,0,0,0,0,0,0,0.08164,0,0,0,0,0,0.01734,0,0,0,0,0,0.00105,0,0.30015,0,0,0,0,0.00529,0,0.02046,0,0,0,0,0.00248,0,0,0.59803,0.02806,0.00108,0,0.01785,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Gordonibacter,0,0,0,0,0,0,0,0,0.01991,0,0,0,0.00265,0,0,0,0,0.00359,0,0,0,0,0,0,0,0,0,0,0,0.00577,0,0,0,0,0,0,0,0,0,0,0.01451,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_AP11,0,0,0,0,0,0,0,0,2.37921,0,0,0,0.73068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7815,0,0,0,0,0,0,0,0,0,0.38443,0,0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia|s__Akkermansia_muciniphila,0,0,0,0,0,0,0,0,0.11614,0.05986,0,0,0,0.00112,0,0,0.06432,0.22301,0,0,0,0.0395,0,0,0.00152,0,0,0.12993,0.00254,0,0,6.28721,0,0.30241,0,0,0,0,0,0,0.25616,0.62757,0.17916,0.00863,0.00358
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_unclassified,0,0,0,0,0,0,0,0,0.0455,0,0,0,0,0,0.01284,0,0,0,0,0,0,0,0.17823,0,0,0,0,0.00529,0,0.01383,0,0,0,0,0.00248,0,0,0.27357,0,0.00108,0,0.01046,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii,0,0,0,0,0,0,0,0,0.03614,0,0,0,0,0,0.0045,0,0,0,0,0,0,0,0.12192,0,0,0,0,0,0,0.00663,0,0,0,0,0,0,0,0.32446,0.00836,0,0,0.00739,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae,0,0,0,0,0,0,0,0,0.01991,0,0,0,0.00265,0,0,0,0,0.00359,0,0,0,0,0,0,0,0,0,0,0,0.00577,0,0,0,0,0,0,0,0,0,0,0.01451,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_AP11|t__GCF_000321205,0,0,0,0,0,0,0,0,2.37921,0,0,0,0.73068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7815,0,0,0,0,0,0,0,0,0,0.38443,0,0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia|s__Akkermansia_muciniphila|t__GCF_000020225,0,0,0,0,0,0,0,0,0.11614,0.05986,0,0,0,0.00112,0,0,0.06432,0.22301,0,0,0,0.0395,0,0,0.00152,0,0,0.12993,0.00254,0,0,6.28721,0,0.30241,0,0,0,0,0,0,0.25616,0.62757,0.17916,0.00863,0.00358
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii|t__Citrobacter_freundii_unclassified,0,0,0,0,0,0,0,0,0.03614,0,0,0,0,0,0.0045,0,0,0,0,0,0,0,0.12192,0,0,0,0,0,0,0.00663,0,0,0,0,0,0,0,0.32446,0.00836,0,0,0.00739,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae|t__GCF_000210055,0,0,0,0,0,0,0,0,0.01991,0,0,0,0.00265,0,0,0,0,0.00359,0,0,0,0,0,0,0,0,0,0,0,0.00577,0,0,0,0,0,0,0,0,0,0,0.01451,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales,0,0,0,0,0,0,0,0,0,0,0.1431,0.02041,0,0,0,0,0,0,0,0.01784,0,0,0.06449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae,0,0,0,0,0,0,0,0,0,0,0.1431,0,0,0,0,0,0,0,0,0.01784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas,0,0,0,0,0,0,0,0,0,0,0.1431,0,0,0,0,0,0,0,0,0.01784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas|s__Succinatimonas_hippei,0,0,0,0,0,0,0,0,0,0,0.1431,0,0,0,0,0,0,0,0,0.01784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_46FAA,0,0,0,0,0,0,0,0,0,0,0.03671,0,0,0,0,0,0,0,0,0,0,0,0.00259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella|s__Eggerthella_lenta,0,0,0,0,0,0,0,0,0,0,0.00943,0,0.0166,0,0,0,0,0.0086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00136,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus|t__GCF_000273215,0,0,0,0,0,0,0,0,0,0,8.5604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
