sample,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO01,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO02,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO03,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO04,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO05,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO06,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO08,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO09,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO10,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO11,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO12,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO13,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO14,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO15,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO16,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO17,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO18,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO19,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO20,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO21,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO22,Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:NO23
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella|s__Barnesiella_intestinihominis,0,0,0.03358,0.08603,1.35252,0.23835,0,0,0,0,0,0,0.38405,0.52463,0.60207,0.02778,0.0169,0,0,0,0.32671,1.19576
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_unclassified,0,0,0.02976,0.00476,0.06128,0,0,0,0,0.01596,0,0.00189,0,0,0.00307,0.02606,0.04281,0.04113,0.01564,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_johnsonii,0,0,0.02658,0.0049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11072,0,0.42368,1.20508
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis,0,0,0.02408,0.02083,0.00843,0,0,0,0,0,0,0,0,0,0,0,0.00853,0.85417,0.00176,0,0.5034,0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Mulikevirus|s__Mulikevirus_unclassified,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis,0,0,0.01563,0.00032,0.03219,0,0.00489,0,0.06804,0.05888,0.45241,0,0.00851,0.00513,0.01764,0.00368,0,0.08219,0.01563,0.00366,0.05427,0.16559
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_unclassified,0,0,0.01547,0.08669,0.0788,0.43074,0.04396,0,0,0.12557,0.81948,0.10306,0.0877,0.68694,0.34553,0.00034,0.00209,0.62548,0,0.21678,0.2346,0.43679
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_sanguinis,0,0,0.01443,0.00212,0,0,0.00129,0,0.01916,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis,0,0,0.00654,0,0,0,0,0,0,0,0,0,0,0.08731,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila,0,0,0.00453,0,0.00117,0.04825,0,0,0,0,0,4.94113,0.49037,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella|s__Eggerthella_lenta,0,0,0.00355,0.00202,0.00165,0.00232,0,0.0161,0.00579,0.0037,0.04496,0,0.0023,0,4.00E-04,0.00015,0.00369,0.00493,0,0,0.01138,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_hypermegale,0,0,0.00354,0,0,2.00163,5.94206,0,0,0,0,0,0,0,0,0.15234,0.30949,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_funiformis,0,0,0.00206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus,0,0,0.00147,0,0,0,0,0,0,0,0,1.08026,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_gonidiaformans,0,0,0.00134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii,0,0,0.00094,0.03293,0.00693,0,0,0.00109,0,0,0,0,0.0052,0,0,0.00506,0.00207,0,0,0.00119,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus,0,0,0.00089,0.00186,0.01142,0.00196,0.0037,0,0.00532,0.00349,0.00105,0,0.00074,0.00881,0,0,0,0.0275,0.00194,0.02702,0.06801,0.02115
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus|t__GCF_000231275,0,0,1.40851,0.01188,0.05759,0,0,0,0,0.01343,0,0.01076,0.00126,0.04924,0.05607,0,0,0.20706,0,0,0.04096,1.17134
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_3_2_5|t__GCF_000159855,0,0,0.22114,0,8.90282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_rupellensis|t__GCF_000378365,0,0,0.20095,0,0,4.22056,0,0,0,0,0,0,0,0,0,0.00421,0.01582,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum|t__GCF_000210015,0,0,0.15603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname|s__Bacteroidales_bacterium_ph8|t__GCF_000311925,0,0,0.07333,0.05156,0.03783,0.01764,0.001,0,0,0,0,0,0.27589,1.48267,1.0869,0,0,0,0,0,0.27576,0.46347
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum|t__GCF_000173435,0,0,0.06379,0,0.85893,0,0.06114,0,2.84359,0,0,0,0.91845,0.43715,0,0.30836,0.08383,0,0,0,0.05698,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara|t__GCF_000233955,0,0,0.04497,0,0.03293,0.31446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae_noname|s__Coriobacteriaceae_bacterium_phI|t__GCF_000311845,0,0,0.0418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella|s__Barnesiella_intestinihominis|t__GCF_000296465,0,0,0.03358,0.08603,1.35252,0.23835,0,0,0,0,0,0,0.38405,0.52463,0.60207,0.02778,0.0169,0,0,0,0.32671,1.19576
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_johnsonii|t__Parabacteroides_johnsonii_unclassified,0,0,0.02658,0.0049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11072,0,0.42368,1.20508
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis|t__GCF_000226135,0,0,0.02408,0.02083,0.00843,0,0,0,0,0,0,0,0,0,0,0,0.00853,0.85417,0.00176,0,0.5034,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis|t__GCF_000154565,0,0,0.01563,0.00032,0.03219,0,0.00489,0,0.06804,0.05888,0.45241,0,0.00851,0.00513,0.01764,0.00368,0,0.08219,0.01563,0.00366,0.05427,0.16559
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_sanguinis|t__GCF_000204335,0,0,0.01443,0.00212,0,0,0.00129,0,0.01916,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis|t__GCF_000172175,0,0,0.00654,0,0,0,0,0,0,0,0,0,0,0.08731,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila|t__GCF_000205165,0,0,0.00453,0,0.00117,0.04825,0,0,0,0,0,4.94113,0.49037,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella|s__Eggerthella_lenta|t__GCF_000024265,0,0,0.00355,0.00202,0.00165,0.00232,0,0.0161,0.00579,0.0037,0.04496,0,0.0023,0,4.00E-04,0.00015,0.00369,0.00493,0,0,0.01138,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_hypermegale|t__GCF_000209975,0,0,0.00354,0,0,2.00163,5.94206,0,0,0,0,0,0,0,0,0.15234,0.30949,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_funiformis|t__GCF_000245775,0,0,0.00206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus|t__GCF_000195615,0,0,0.00147,0,0,0,0,0,0,0,0,1.08026,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_gonidiaformans|t__Fusobacterium_gonidiaformans_unclassified,0,0,0.00134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii|t__Actinomyces_graevenitzii_unclassified,0,0,0.00094,0.03293,0.00693,0,0,0.00109,0,0,0,0,0.0052,0,0,0.00506,0.00207,0,0,0.00119,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus|t__GCF_000169255,0,0,0.00089,0.00186,0.01142,0.00196,0.0037,0,0.00532,0.00349,0.00105,0,0.00074,0.00881,0,0,0,0.0275,0.00194,0.02702,0.06801,0.02115
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales,0,0,0,0.01062,0,0.00976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname,0,0,0,0.08357,0,0,0,0,0.00063,0.06565,0,0.17074,0,0.00656,0.01961,0,0,0,0,0.00505,0.07048,0.00442
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales|f__Gallionellaceae,0,0,0,0.01062,0,0.00976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae,0,0,0,0.00754,0,0,0,0,0,0,0,0,0.0031,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname,0,0,0,0.08357,0,0,0,0,0.00063,0.06565,0,0.17074,0,0.00656,0.01961,0,0,0,0,0.00505,0.07048,0.00442
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella,0,0,0,0.081,0,0,0,0,0.00589,0.07982,0,0.06784,0,0.01047,0.01051,0,0,0,0.02663,0.0405,0.004,0.02334
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales|f__Gallionellaceae|g__Gallionellaceae_unclassified,0,0,0,0.01062,0,0.00976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella,0,0,0,0.00754,0,0,0,0,0,0,0,0,0.0031,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium,0,0,0,0.00183,0,0,0.00299,0.00483,0,0,0,0,0,0,0,0,0.00594,0,0.01237,0.00045,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae,0,0,0,0.1016,0,0,0,0,0,0,0,1.04692,0,0.16775,0.42994,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname|s__Burkholderiales_bacterium_1_1_47,0,0,0,0.08357,0,0,0,0,0.00063,0.06565,0,0.17074,0,0.00656,0.01961,0,0,0,0,0.00505,0.07048,0.00442
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis,0,0,0,0.081,0,0,0,0,0.00589,0.07982,0,0.06784,0,0.01047,0.01051,0,0,0,0.02663,0.0405,0.004,0.02334
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_haemolysans,0,0,0,0.00775,0,0,0,0,0.00432,0,0,0,0,0,0,0,0.00051,0,0,0,0,0.00114
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_confusa,0,0,0,0.00754,0,0,0,0,0,0,0,0,0.0031,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii,0,0,0,0.00475,0,0.00659,0,0,0.03094,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia,0,0,0,0.00251,0.00816,0.03463,0.00052,0,0,0.01709,0.1142,0.00876,0,0.02641,0.00402,0,0,0.09142,0,0.03571,0.02126,0.03246
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium|s__Atopobium_parvulum,0,0,0,0.00183,0,0,0.00299,0,0,0,0,0,0,0,0,0,0.00594,0,0.01237,0.00045,0,0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_unclassified,0,0,0,0.00182,0,0,0,0,0,0.00518,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus,0,0,0,0.0012,0,0,0,0,0.00277,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_adiacens,0,0,0,0.00057,0,0,0,0,0.00471,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum|t__GCF_000497735,0,0,0,0.70313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae|t__Bacteroides_salyersiae_unclassified,0,0,0,0.1016,0,0,0,0,0,0,0,1.04692,0,0.16775,0.42994,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname|s__Burkholderiales_bacterium_1_1_47|t__GCF_000144975,0,0,0,0.08357,0,0,0,0,0.00063,0.06565,0,0.17074,0,0.00656,0.01961,0,0,0,0,0.00505,0.07048,0.00442
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis|t__GCF_000205025,0,0,0,0.081,0,0,0,0,0.00589,0.07982,0,0.06784,0,0.01047,0.01051,0,0,0,0.02663,0.0405,0.004,0.02334
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_haemolysans|t__Gemella_haemolysans_unclassified,0,0,0,0.00775,0,0,0,0,0.00432,0,0,0,0,0,0,0,0.00051,0,0,0,0,0.00114
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_confusa|t__GCF_000239955,0,0,0,0.00754,0,0,0,0,0,0,0,0,0.0031,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii|t__GCF_000017005,0,0,0,0.00475,0,0.00659,0,0,0.03094,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia|t__GCF_000185705,0,0,0,0.00251,0.00816,0.03463,0.00052,0,0,0.01709,0.1142,0.00876,0,0.02641,0.00402,0,0,0.09142,0,0.03571,0.02126,0.03246
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium|s__Atopobium_parvulum|t__GCF_000024225,0,0,0,0.00183,0,0,0.00299,0,0,0,0,0,0,0,0,0,0.00594,0,0.01237,0.00045,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus|t__Streptococcus_anginosus_unclassified,0,0,0,0.0012,0,0,0,0,0.00277,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_adiacens|t__GCF_000160675,0,0,0,0.00057,0,0,0,0,0.00471,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae,0,0,0,0,0.00103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia,0,0,0,0,0.81008,0,0,0,0,0,0,0,0,0,0.02547,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_noname,0,0,0,0,0.33246,0,0,0.03176,0,0.0189,0,0,0,0.0053,0.01557,0.00442,7.00E-04,0.01742,0.00269,0.00944,0,0.0014
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Coprobacter,0,0,0,0,0.03063,0,0,0,0,0,0.00452,0.15002,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus,0,0,0,0,0.00794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00143,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Butyricicoccus,0,0,0,0,0.00689,0,0,0,0,0,0,0,0,0,0,0,0,0.00134,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum,0,0,0,0,0.00403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00087,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus,0,0,0,0,0.00343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__C2likevirus,0,0,0,0,0.00213,0,0,0,0.02969,0.00757,0.01149,0,0,0,0,0,0,0,0,0,0,0.00272
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Facklamia,0,0,0,0,0.00103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_3_1_40A,0,0,0,0,1.37511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_unclassified,0,0,0,0,0.81432,0,0,0,0,0,0,0,0.00153,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia|s__Slackia_piriformis,0,0,0,0,0.81008,0,0,0,0,0,0,0,0,0,0.02547,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_sp_4_3_54A2FAA,0,0,0,0,0.57778,0.57185,0,0,1.01213,1.77709,0.36081,0,0.15805,0.43459,0.20286,0.36754,0.72419,0.20508,0,2.33153,0.17588,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_KLE_1755,0,0,0,0,0.51839,0,0,0,0,0,1.36771,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_sp_29_1,0,0,0,0,0.42742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_noname|s__Clostridiaceae_bacterium_JC118,0,0,0,0,0.33246,0,0,0.03176,0,0.0189,0,0,0,0.0053,0.01557,0.00442,7.00E-04,0.01742,0.00269,0.00944,0,0.0014
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_KLE_1745,0,0,0,0,0.18348,0,0,0,0,2.16992,0,0,0,0,0,0,0,0.64322,0,0,0.22965,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica,0,0,0,0,0.15601,0.11684,0,0.09517,0,0,0.13101,0,0,0,0,0.00264,0.01299,0.01457,0.00966,0.5048,0,0.03223
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_46FAA,0,0,0,0,0.14692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_4_56FAA,0,0,0,0,0.0938,0.28667,0.03173,0,0,0.07116,0,0,0,0.00239,0.03541,0.03218,0.02303,0,0.001,0.06176,0.01011,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Coprobacter|s__Coprobacter_fastidiosus,0,0,0,0,0.03063,0,0,0,0,0,0.00452,0.15002,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_dolichum,0,0,0,0,0.02306,0.05585,0,0,0.04963,0,0,0,0,0,0,0,0,0,0.00851,0.05485,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_3_1_53,0,0,0,0,0.02233,0,0,0,0.11968,0.00302,0.00051,0,0,0,0,0,0.03994,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hylemonae,0,0,0,0,0.01376,0,0,0,0,0.00527,0,0,0.0014,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_unclassified,0,0,0,0,0.01284,0,0.64844,0,0,0.63294,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Butyricicoccus|s__Butyricicoccus_pullicaecorum,0,0,0,0,0.00689,0,0,0,0,0,0,0,0,0,0,0,0,0.00134,0,0,0,0
